nces_district_id,epa_high_priority,epa_rural_indicator
3177520,No,Yes
3100071,No,Yes
3100132,No,Yes
3177730,No,Yes
3100129,No,Yes
3119560,Yes,No
3178120,Yes,Yes
3178260,No,Yes
3178300,Yes,No
3100018,No,Yes
3178450,No,Yes
3100172,No,Yes
3178670,No,Yes
3100134,No,Yes
3178810,Yes,No
3100008,No,Yes
3178990,No,Yes
0801980,No,Yes
0802010,Yes,Yes
0802040,No,Yes
0802070,Yes,No
0802220,No,Yes
0802260,No,Yes
0806600,No,Yes
0802520,No,Yes
0802760,Yes,Yes
0806360,Yes,Yes
0802850,Yes,Yes
0802880,Yes,No
0800001,No,Yes
0803150,No,Yes
0803180,Yes,No
0803210,Yes,Yes
0807200,Yes,Yes
0803270,No,Yes
0803420,No,Yes
0899080,Not in SIAPE,Yes
0800234,Not in SIAPE,Yes
0804320,No,Yes
0805130,Yes,No
0803630,No,Yes
0804110,Yes,Yes
0803120,No,Yes
0804740,No,Yes
0804290,Yes,Yes
0804560,Yes,Yes
0804590,No,Yes
0804620,No,Yes
0806510,Yes,Yes
0804680,No,Yes
0804710,No,Yes
0807080,Yes,No
0800018,No,Yes
0804770,Yes,No
0804890,Yes,Yes
0804980,No,Yes
0803510,No,Yes
0806930,No,Yes
0805040,Yes,Yes
0805160,Yes,Yes
0805220,Yes,No
0805250,Yes,No
0800019,Yes,Yes
0805280,No,Yes
0805340,No,Yes
0805460,No,Yes
0805520,Yes,No
0805580,No,Yes
0805610,No,Yes
0805670,Yes,Yes
0805700,Yes,Yes
0805760,Yes,No
0803090,Yes,No
0806300,Yes,Yes
0805100,Yes,Yes
0807050,Yes,Yes
0899180,Not in SIAPE,Yes
0800229,Not in SIAPE,Yes
0805880,No,Yes
0805940,No,Yes
0805970,No,Yes
0803840,No,Yes
0807260,Yes,Yes
0806090,Yes,Yes
0806120,Yes,No
0806180,No,Yes
0806000,No,Yes
0806210,No,Yes
0899280,Not in SIAPE,Yes
0800277,Not in SIAPE,Yes
0806270,Yes,No
0806390,No,Yes
0806420,No,Yes
0806450,Yes,No
0806780,No,Yes
0806720,No,Yes
0804440,No,Yes
0803930,No,Yes
0806030,No,Yes
0807290,No,Yes
0804140,Yes,Yes
0806570,Yes,Yes
0802130,Yes,Yes
0805910,No,Yes
0806630,Yes,Yes
0806840,Yes,No
0806870,No,Yes
0806960,Yes,No
0800013,Not in SIAPE,Yes
0800262,Not in SIAPE,Yes
0803300,No,Yes
0806990,Yes,Yes
0807110,Yes,Yes
0805850,Yes,Yes
0805070,No,Yes
0807410,Yes,Yes
0800017,No,Yes
5900041,Not in SIAPE,Yes
5900178,Not in SIAPE,No
3001710,No,Yes
3001740,No,Yes
3017460,No,Yes
3001950,No,Yes
3002220,No,No
3002250,No,No
3002300,No,Yes
3000008,Yes,Yes
3002490,No,Yes
3002430,Yes,Yes
3002450,No,Yes
3002550,Yes,Yes
3002570,Yes,Yes
3002640,No,Yes
3002730,No,Yes
3002820,No,Yes
3000012,Not in SIAPE,Yes
3003000,No,Yes
3003270,Yes,Yes
3003600,No,Yes
3003750,No,Yes
3000654,No,Yes
3003800,No,Yes
3003820,No,Yes
3003840,No,Yes
3003990,Yes,Yes
3000011,Not in SIAPE,Yes
3004200,No,Yes
3004380,No,Yes
3004440,Yes,Yes
3004500,No,Yes
3004800,No,Yes
3000006,No,Yes
3000013,Not in SIAPE,Yes
3005010,Yes,Yes
3005040,Yes,Yes
3005140,Yes,No
3005190,Yes,No
3005330,Yes,Yes
3000074,Not in SIAPE,Yes
3000014,Not in SIAPE,Yes
3005550,No,Yes
3000015,Not in SIAPE,Yes
3005610,No,Yes
3006112,No,Yes
3006115,No,Yes
3000098,No,Yes
3000101,No,Yes
3006260,No,Yes
3006270,No,Yes
3006320,No,Yes
3006330,No,Yes
3000018,Not in SIAPE,Yes
3000001,Not in SIAPE,Yes
3006790,Yes,Yes
3006810,No,Yes
3004050,No,Yes
3007030,No,Yes
3007050,No,Yes
3007080,No,Yes
3007190,No,Yes
3007200,No,Yes
3007350,No,Yes
3014150,No,Yes
3007830,No,Yes
3007860,No,Yes
3008130,Yes,Yes
3000003,Yes,No
3008190,Yes,No
3000021,Not in SIAPE,Yes
3008280,No,Yes
3008310,Yes,No
3008730,Yes,Yes
3008860,Yes,Yes
3008850,No,Yes
3009000,No,Yes
3009030,Yes,No
3009120,No,Yes
3009180,No,Yes
3009210,No,Yes
3009330,Yes,Yes
3000102,No,Yes
3009510,Yes,Yes
3009670,Yes,Yes
3009780,No,Yes
3009930,No,Yes
3010080,Yes,Yes
3010140,No,Yes
3010170,No,Yes
3000026,Not in SIAPE,Yes
3010800,Yes,Yes
3011160,No,Yes
3011190,No,Yes
3011240,No,Yes
3011260,No,Yes
3011340,Yes,Yes
3011420,Yes,Yes
3011460,Yes,Yes
3011550,No,Yes
3011580,No,Yes
3011650,No,Yes
3011670,Yes,No
3011730,No,Yes
3011820,No,Yes
3011850,No,Yes
3000034,Not in SIAPE,Yes
3011880,No,Yes
3021480,Yes,No
3012210,No,Yes
3012300,Yes,Yes
3012350,No,Yes
3012570,No,Yes
3012600,Yes,Yes
3000036,Not in SIAPE,Yes
3000037,Not in SIAPE,Yes
3012900,No,Yes
3012960,No,Yes
3012990,No,Yes
3013140,No,Yes
3013200,Yes,Yes
3013310,Yes,No
3013340,Yes,No
3013395,Yes,Yes
3013400,Yes,Yes
3013470,Yes,Yes
3013530,Yes,Yes
3013560,Yes,No
3013280,No,Yes
3013660,Yes,Yes
3000099,Yes,Yes
3013890,Yes,Yes
3014340,Yes,Yes
3014370,No,Yes
3014430,Yes,Yes
3014640,Yes,Yes
3014760,Yes,Yes
3015060,No,Yes
3000039,Not in SIAPE,Yes
3015120,No,Yes
3015340,No,Yes
3000041,Not in SIAPE,Yes
3015360,Yes,Yes
3015390,No,Yes
3015510,Yes,Yes
3007980,No,Yes
3015690,No,Yes
3015990,No,Yes
3016020,No,Yes
3016050,Yes,Yes
3000095,Yes,Yes
3016290,No,Yes
3016530,Yes,No
3000046,Not in SIAPE,Yes
3000093,Yes,Yes
3016710,No,Yes
3016770,No,Yes
3016810,No,Yes
3008400,No,Yes
3017010,Yes,Yes
3017040,Yes,Yes
3017340,Yes,Yes
3017370,No,Yes
3000048,Not in SIAPE,Yes
3017580,No,Yes
3017700,No,Yes
3000049,Not in SIAPE,Yes
3006030,Yes,Yes
3018060,No,Yes
3000050,Not in SIAPE,Yes
3018170,No,Yes
3018210,Yes,Yes
3018240,Yes,Yes
3018270,Yes,Yes
3018290,No,Yes
3021150,Yes,Yes
3000051,Not in SIAPE,Yes
3018870,No,Yes
3018900,No,Yes
3018960,Yes,No
3000004,No,Yes
3000652,Not in SIAPE,Yes
3000054,Not in SIAPE,Yes
3019170,No,Yes
3019310,No,Yes
3000096,Yes,Yes
3000097,No,Yes
3000090,Yes,Yes
3019500,No,Yes
3019530,No,Yes
3019740,Yes,Yes
3019950,Yes,Yes
3020170,No,Yes
3020240,No,Yes
3000057,Not in SIAPE,Yes
3012840,No,Yes
3000058,Not in SIAPE,Yes
3020690,Yes,Yes
3020850,No,Yes
3020880,No,Yes
3013360,Yes,No
3020960,No,Yes
3021000,No,Yes
3021030,Yes,Yes
3021060,No,No
3021090,No,No
3021240,Yes,No
3021270,Yes,No
3000062,Not in SIAPE,Yes
3004860,No,Yes
3000066,Not in SIAPE,Yes
3021720,Yes,No
3021870,No,Yes
3021900,No,Yes
3022080,No,Yes
3022110,No,Yes
3022230,No,Yes
3022260,No,Yes
3022290,No,Yes
3022370,No,Yes
3022410,No,Yes
3022710,No,Yes
3022750,Yes,Yes
3028911,Yes,Yes
3022790,Yes,Yes
3022800,No,Yes
3000070,Not in SIAPE,Yes
3000072,Not in SIAPE,Yes
3022920,Yes,Yes
3011990,No,Yes
3023040,Yes,Yes
3023070,No,Yes
3023160,Yes,Yes
3023340,Yes,Yes
3008040,Yes,Yes
3008010,Yes,Yes
3023370,Yes,Yes
3023400,No,Yes
3012060,No,Yes
3000073,Not in SIAPE,Yes
3023520,No,Yes
3023550,No,Yes
3023670,No,Yes
3023730,Yes,Yes
3023900,Yes,No
3000075,Not in SIAPE,Yes
3024150,No,Yes
3024180,No,Yes
3000022,Not in SIAPE,Yes
3000932,No,Yes
3000933,No,Yes
3024330,No,Yes
3000002,No,Yes
3000007,Yes,Yes
3024690,No,No
3003660,Yes,Yes
3007950,Yes,Yes
3024810,Yes,No
3006110,Yes,No
3024930,Yes,Yes
3024990,No,Yes
3000077,Not in SIAPE,Yes
3000078,Not in SIAPE,Yes
3025320,No,Yes
3025470,No,Yes
3015930,No,Yes
3025500,No,Yes
3025530,Yes,Yes
3000079,Not in SIAPE,Yes
3025560,No,Yes
3025950,No,Yes
3000080,Not in SIAPE,Yes
3026070,Yes,Yes
3026100,No,Yes
3026160,No,Yes
3026190,No,Yes
3004980,No,Yes
3026400,No,Yes
3000082,Not in SIAPE,Yes
3026460,Yes,Yes
3000063,Not in SIAPE,Yes
3026490,No,Yes
3026520,Yes,Yes
3026550,Yes,Yes
3026580,Yes,Yes
3026640,No,Yes
3026670,No,Yes
3026730,No,Yes
3015900,No,Yes
3027060,No,Yes
3027090,No,Yes
3027340,No,Yes
3027630,No,Yes
3027730,No,Yes
3000084,Not in SIAPE,Yes
3028770,No,Yes
3027810,No,Yes
3027840,No,Yes
3027930,No,Yes
3000085,Not in SIAPE,Yes
3028020,No,Yes
3028140,No,Yes
3028170,No,Yes
3028380,Yes,Yes
3028470,Yes,Yes
3028500,Yes,Yes
3010820,Yes,Yes
3028550,Yes,Yes
3028590,Yes,No
3028620,Yes,No
3028800,Yes,Yes
3028830,Yes,Yes
3028910,No,Yes
5900095,Not in SIAPE,No
5900149,Not in SIAPE,Yes
5900189,Not in SIAPE,Yes
5900068,Not in SIAPE,Yes
3817520,Not in SIAPE,Yes
5900067,Not in SIAPE,Yes
5900058,Not in SIAPE,No
5900096,Not in SIAPE,No
5900106,Not in SIAPE,Yes
5900158,Not in SIAPE,Yes
5900025,Not in SIAPE,Yes
5900077,Not in SIAPE,Yes
5900117,Not in SIAPE,Yes
3801760,No,Yes
3801950,No,Yes
3802170,No,Yes
3802240,No,Yes
3800060,No,Yes
3802380,No,Yes
3802530,Yes,Yes
3806210,No,Yes
3802840,No,Yes
3803060,No,Yes
3803090,No,Yes
3803200,No,Yes
3803590,No,Yes
3800053,Not in SIAPE,Yes
3800018,No,Yes
3800040,No,Yes
3805040,No,No
3805160,No,Yes
3800029,No,Yes
3805340,No,Yes
3805460,Yes,Yes
3880260,Not in SIAPE,Yes
3805850,No,Yes
3805950,No,Yes
3800045,Yes,Yes
3806090,No,Yes
3800061,No,Yes
3806690,No,Yes
3800049,No,Yes
3806910,No,Yes
3806930,No,Yes
3800056,No,Yes
3800033,No,Yes
3807170,Yes,No
3807200,Yes,Yes
3800055,Not in SIAPE,Yes
3800043,Yes,Yes
3807590,No,Yes
3807830,No,Yes
3807950,Yes,Yes
3808460,No,Yes
3804560,No,Yes
3880420,Not in SIAPE,Yes
3808610,Yes,Yes
3808710,No,Yes
3808890,No,Yes
3809130,No,Yes
3809180,No,Yes
3809410,No,Yes
3809570,No,Yes
3800404,No,Yes
3809810,No,Yes
3810180,No,Yes
3810260,No,Yes
3800389,No,Yes
3810270,No,Yes
3810500,No,Yes
3810600,No,Yes
3810740,No,Yes
3810810,No,Yes
3810980,No,Yes
3800058,No,Yes
3811140,No,Yes
3800017,No,Yes
3811430,No,Yes
3800057,No,Yes
3811610,No,Yes
3880160,Not in SIAPE,Yes
3811700,Yes,Yes
3811850,No,Yes
3812020,No,Yes
3812120,Yes,Yes
3812350,No,Yes
3800041,No,Yes
3812430,Yes,Yes
3812540,No,Yes
3812660,Yes,Yes
3800042,No,Yes
3812930,No,Yes
3812990,Yes,Yes
3800050,No,Yes
3813230,No,Yes
3800046,No,Yes
3813400,No,Yes
3813440,No,Yes
3813510,Yes,Yes
3813710,No,Yes
3800027,No,Yes
3800059,No,Yes
3813920,No,Yes
3800825,No,Yes
3800054,No,Yes
3814290,No,Yes
3800390,No,Yes
3880180,Not in SIAPE,Yes
3814500,No,Yes
3814520,Yes,Yes
3800401,Not in SIAPE,Yes
3814940,No,Yes
3880480,Not in SIAPE,Yes
3880200,Not in SIAPE,Yes
3800024,No,Yes
3800048,No,Yes
3816050,Yes,Yes
3816090,Yes,Yes
3800395,Not in SIAPE,Yes
3880310,Not in SIAPE,Yes
3816430,No,Yes
3800023,No,Yes
3816510,Yes,Yes
3816980,Yes,Yes
3880340,Not in SIAPE,Yes
3880520,Not in SIAPE,Yes
3880240,Not in SIAPE,Yes
3817460,Yes,Yes
3817570,No,Yes
3817670,No,Yes
3800016,No,Yes
3800047,No,Yes
3800039,No,Yes
3818500,No,Yes
3880250,Not in SIAPE,Yes
3818600,Yes,Yes
3818660,No,Yes
3800397,No,Yes
3817040,No,Yes
3819260,Yes,Yes
3819290,No,Yes
3819470,No,Yes
3819680,No,Yes
3820130,No,Yes
3820190,No,Yes
3820310,No,Yes
3820340,No,Yes
3820400,Yes,Yes
5900070,Not in SIAPE,Yes
5900051,Not in SIAPE,No
5900113,Not in SIAPE,Yes
5900073,Not in SIAPE,Yes
5900118,Not in SIAPE,Yes
5900154,Not in SIAPE,Yes
5900027,Not in SIAPE,Yes
5900173,Not in SIAPE,Yes
5900045,Not in SIAPE,Yes
5900085,Not in SIAPE,Yes
5900055,Not in SIAPE,Yes
5900107,Not in SIAPE,No
5900080,Not in SIAPE,No
5900124,Not in SIAPE,Yes
5900134,Not in SIAPE,Yes
5900181,Not in SIAPE,Yes
5900091,Not in SIAPE,Yes
5900143,Not in SIAPE,Yes
5900129,Not in SIAPE,Yes
5900190,Not in SIAPE,Yes
5900183,Not in SIAPE,Yes
4600042,No,Yes
4600028,No,Yes
4639540,Yes,Yes
4603720,No,Yes
4603780,No,Yes
4604270,Yes,Yes
4606240,Yes,Yes
4606360,No,Yes
4606960,Yes,No
4607050,Yes,Yes
4607400,No,Yes
4607800,No,Yes
4621420,No,Yes
4600041,No,Yes
4609512,No,Yes
4611280,No,Yes
4611760,No,Yes
4612000,Yes,Yes
4612940,No,Yes
4614100,No,Yes
4614130,Yes,No
4680446,Not in SIAPE,Yes
4680445,No,Yes
4617850,No,Yes
4678300,No,Yes
4600036,No,Yes
4619170,No,Yes
4619450,Yes,Yes
4620100,Yes,No
4620850,No,Yes
4634440,No,Yes
4621300,Yes,Yes
4621390,No,Yes
4622410,No,Yes
4622560,No,Yes
4622940,Yes,Yes
4624030,Yes,Yes
4624390,No,Yes
4621400,No,Yes
4625500,No,Yes
4626970,No,Yes
4629880,No,Yes
4600045,No,Yes
4630490,No,Yes
4630800,No,Yes
4602640,No,Yes
4609300,No,Yes
4632340,No,Yes
4632430,No,Yes
4680440,No,Yes
4600046,No,Yes
4634600,No,Yes
4600025,No,Yes
4636060,No,Yes
4680439,No,Yes
4636150,No,Yes
4619580,Yes,Yes
4680437,Yes,Yes
4638220,No,Yes
4639990,No,Yes
4640860,No,Yes
4641520,No,Yes
4641640,No,Yes
4644770,Yes,Yes
4601026,No,Yes
4646260,Yes,Yes
4646380,Yes,Yes
4647100,No,Yes
4647942,No,Yes
4680441,Yes,No
4651730,Not in SIAPE,Yes
4650850,Yes,Yes
4680280,Not in SIAPE,Yes
4651750,No,Yes
4670000,Not in SIAPE,Yes
4652770,No,Yes
4665460,Yes,No
4601027,Yes,No
4654300,No,Yes
4655710,No,Yes
4680438,No,Yes
4660450,No,Yes
4663360,No,Yes
4603932,No,Yes
4665180,No,Yes
4601028,No,Yes
4600053,Yes,Yes
4675600,Yes,No
4607670,Yes,Yes
4680431,Not in SIAPE,Yes
4670140,No,Yes
4600024,Not in SIAPE,Yes
4671880,Yes,Yes
4672090,Yes,Yes
4672450,No,Yes
4674520,No,Yes
4675420,Yes,Yes
4675660,No,Yes
4676680,Yes,Yes
4676990,No,Yes
4677460,No,Yes
4678510,No,Yes
4678570,Yes,Yes
4679350,No,Yes
4600003,Yes,Yes
4679710,Yes,No
4680100,No,Yes
4680190,No,Yes
5900094,Not in SIAPE,Yes
4900180,No,Yes
4900300,No,Yes
4900780,No,Yes
4900840,No,Yes
4900900,Yes,Yes
4901020,Yes,No
4901080,No,No
4900013,Not in SIAPE,No
4901170,No,Yes
5900141,Not in SIAPE,No
5601420,No,Yes
5601460,No,Yes
5603170,No,Yes
5601090,No,Yes
5601700,No,Yes
5602370,No,Yes
5602670,Yes,Yes
5602830,Yes,Yes
5604450,Yes,Yes
5602820,Yes,Yes
5605700,No,Yes
5600960,Yes,No
5604060,No,Yes
5604230,No,Yes
5604380,Yes,Yes
5603180,No,Yes
5605680,No,Yes
5604860,No,Yes
5601260,No,Yes
5604500,No,Yes
5604260,No,Yes
5605820,No,Yes
5606090,No,Yes
6000030,Yes,No
5900102,Not in SIAPE,Yes
5900142,Not in SIAPE,No
5900186,Not in SIAPE,No
5900052,Not in SIAPE,Yes
5900032,Not in SIAPE,Yes
5900065,Not in SIAPE,Yes
5900099,Not in SIAPE,Yes
5900139,Not in SIAPE,Yes
5900145,Not in SIAPE,Yes
5900121,Not in SIAPE,Yes
5900192,Not in SIAPE,No
5900182,Not in SIAPE,Yes
5900133,Not in SIAPE,No
5900165,Not in SIAPE,Yes
5900029,Not in SIAPE,Yes
5900072,Not in SIAPE,Yes
5900131,Not in SIAPE,Yes
5900049,Not in SIAPE,No
5900079,Not in SIAPE,Yes
5900076,Not in SIAPE,Yes
5900180,Not in SIAPE,Yes
5900063,Not in SIAPE,No
5900175,Not in SIAPE,Yes
5900109,Not in SIAPE,Yes
5900110,Not in SIAPE,Yes
5900159,Not in SIAPE,Yes
5900112,Not in SIAPE,Yes
5900148,Not in SIAPE,Yes
5900161,Not in SIAPE,Yes
5900040,Not in SIAPE,No
5900026,Not in SIAPE,Yes
5900043,Not in SIAPE,Yes
5900152,Not in SIAPE,Yes
5900088,Not in SIAPE,Yes
5900035,Not in SIAPE,Yes
5900122,Not in SIAPE,Yes
5900089,Not in SIAPE,Yes
5900171,Not in SIAPE,Yes
5900120,Not in SIAPE,No
5900156,Not in SIAPE,Yes
5900030,Not in SIAPE,Yes
5900086,Not in SIAPE,Yes
5900193,Not in SIAPE,Yes
5900082,Not in SIAPE,Yes
5900128,Not in SIAPE,Yes
5900132,Not in SIAPE,No
5900168,Not in SIAPE,Yes
5900169,Not in SIAPE,Yes
5900170,Not in SIAPE,Yes
5900037,Not in SIAPE,No
5900062,Not in SIAPE,Yes
0400480,Yes,Yes
0400520,Yes,No
0400403,Not in SIAPE,No
0400404,Not in SIAPE,No
0400600,Yes,No
0400630,Yes,Yes
0404770,Yes,No
0400720,Yes,No
0400750,Yes,Yes
0400840,Yes,No
0400870,Yes,Yes
0400910,Yes,Yes
0400785,Not in SIAPE,No
0403950,Yes,Yes
0401000,No,Yes
0401050,Yes,No
0401080,Yes,No
0400212,Yes,No
0401160,Yes,Yes
0401180,Yes,No
0401230,No,Yes
0406580,Yes,No
0401260,No,Yes
0401290,Yes,Yes
0401330,No,Yes
0401500,Yes,No
0401600,Yes,No
0401650,Yes,No
0401680,Yes,No
0401740,No,No
0401810,Yes,Yes
0401920,No,Yes
0401940,Yes,No
0400004,No,No
0400163,Not in SIAPE,No
0400021,Yes,No
0400082,Yes,No
0402190,Yes,Yes
0402220,No,Yes
0402320,No,No
0402400,Yes,No
0402430,Yes,No
0402460,Yes,No
0400339,Not in SIAPE,No
0402490,Yes,Yes
0402530,Yes,No
0402600,No,Yes
0400607,Not in SIAPE,Yes
0400157,Not in SIAPE,No
0400130,Not in SIAPE,No
0402760,Yes,Yes
0402790,Yes,No
0402820,Yes,No
0402860,No,No
0403010,Yes,No
0403200,Yes,Yes
0403040,No,No
0403060,Yes,No
0403080,Yes,No
0403240,Yes,No
0403290,Yes,Yes
0403310,Yes,Yes
0400419,Not in SIAPE,No
0403420,Yes,No
0403500,No,No
0403550,Yes,Yes
0400147,Not in SIAPE,No
0403660,Yes,Yes
0403730,Yes,Yes
0400026,Yes,Yes
0403820,Yes,No
0403900,Yes,Yes
0403960,Yes,No
0404010,Yes,No
0404060,Yes,No
0400295,Yes,No
0404170,Yes,No
0404200,Yes,No
0400099,Not in SIAPE,No
0404410,Yes,No
0404530,Yes,No
0404570,Yes,No
0404720,No,No
0404820,Yes,No
0404860,Yes,No
0404920,No,Yes
0404970,No,No
0405030,Yes,No
0405100,Yes,No
0405190,Yes,No
0405220,Yes,No
0405340,Yes,No
0405400,Yes,No
0405430,Yes,No
0405530,Yes,No
0400612,Not in SIAPE,Yes
0405670,Yes,No
0405730,Yes,Yes
0405820,Yes,No
0400213,Not in SIAPE,No
0408430,Yes,Yes
0405980,Yes,No
0406070,Yes,No
0406120,Yes,Yes
0406150,Yes,Yes
0406300,Yes,No
0406330,Yes,No
0406360,Yes,No
0400420,Not in SIAPE,No
0406440,Yes,No
0406510,Yes,Yes
0400023,Yes,Yes
0406630,Yes,No
0406780,Yes,No
0406850,Yes,Yes
0406870,Yes,Yes
0406930,Yes,No
0407020,Yes,No
0407080,Yes,No
0407130,Yes,No
0407200,Yes,No
0407240,Yes,No
0400005,Yes,Yes
0400047,Not in SIAPE,No
0406960,Yes,No
0407380,Yes,Yes
0407430,Yes,Yes
0406740,Yes,Yes
0407520,Yes,No
0407630,Yes,Yes
0407680,Yes,Yes
0400154,Not in SIAPE,Yes
0407700,Yes,No
0407770,Yes,No
0400801,Not in SIAPE,No
0407820,Yes,No
0407860,Yes,No
0407890,Yes,No
0408020,Yes,No
0408080,Yes,No
0408130,No,No
0400907,Not in SIAPE,No
0408170,Yes,No
0408230,Yes,No
0408310,Yes,No
0408490,Yes,No
0408550,Yes,No
0408600,Yes,No
0405760,Yes,Yes
0408640,Yes,No
0408680,Yes,No
0408800,Yes,No
0408880,Yes,Yes
0408910,Yes,Yes
0400792,Not in SIAPE,No
0400022,Yes,Yes
0409060,Yes,No
0409090,Yes,No
0409120,Yes,Yes
0409160,Yes,No
0409250,Yes,No
0409310,Yes,No
0409360,Yes,No
0409390,Yes,No
0409430,Yes,No
0409460,Yes,No
0409510,Yes,No
0409540,Yes,Yes
0409570,Yes,No
0409600,Yes,No
0409630,Yes,No
0604560,Yes,Yes
5900197,Not in SIAPE,No
5900105,Not in SIAPE,No
0601710,Yes,No
0602543,Not in SIAPE,Yes
0601989,Not in SIAPE,No
0601521,Not in SIAPE,No
0601980,Yes,No
0602010,Yes,No
0602070,Yes,No
0602100,No,No
0602220,Yes,No
0602360,Yes,No
0602370,Yes,No
0602730,Yes,Yes
0602820,Yes,No
0603000,Yes,No
0603090,Yes,Yes
0601325,Not in SIAPE,Yes
0603180,Yes,No
0603270,Yes,No
0603420,Yes,No
0603610,Yes,Yes
0603630,Yes,No
0603690,Yes,No
0603750,Yes,No
0603780,Yes,No
0603840,Yes,No
0601814,Not in SIAPE,No
0604020,Yes,No
0604080,Yes,No
0604230,Yes,No
0604260,Yes,No
0604500,Yes,No
0604860,Yes,Yes
0604890,No,Yes
0691137,Yes,No
0604950,No,Yes
0604980,No,Yes
0600031,Yes,Yes
0605010,Yes,Yes
0601409,No,No
0605190,No,Yes
0605220,Yes,No
0605400,Yes,No
0605490,Yes,No
0601426,No,No
0605700,Yes,No
0605790,Yes,No
0606000,Yes,Yes
0606420,Yes,No
0606510,Yes,Yes
0606540,Yes,No
0606580,Yes,Yes
0606720,Yes,No
0606810,Yes,No
0606900,Yes,No
0606960,No,Yes
0602488,Not in SIAPE,Yes
0606990,Yes,No
0607170,Yes,No
0607260,Yes,Yes
0607410,Yes,No
0600067,Yes,No
0607680,Yes,No
0607770,Yes,No
0607920,Yes,No
0607970,Yes,No
0607980,No,No
0608130,Yes,No
0608520,Yes,No
0608550,Yes,No
0608850,Yes,No
0608880,Yes,No
0609070,Yes,No
0609120,Yes,No
0609240,Yes,Yes
0609330,No,No
0609510,Yes,No
0609620,Yes,No
0609690,Yes,No
0609780,Yes,No
0609810,Yes,No
0610230,Yes,No
0610350,Yes,No
0600009,Yes,Yes
0610680,No,Yes
0610770,Yes,No
0610860,Yes,No
0610890,Yes,No
0600039,Yes,No
0610980,Yes,No
0611100,Yes,Yes
0611130,Yes,No
0600065,Yes,No
0600033,Yes,No
0611430,Yes,Yes
0611550,Yes,No
0611670,Yes,No
0611700,Yes,No
0611760,Yes,No
0611870,No,Yes
0611910,Yes,No
0611940,Yes,No
0601644,Not in SIAPE,Yes
0612030,Yes,No
0612090,Yes,No
0612120,Yes,No
0600026,Yes,No
0612360,Yes,No
0600052,Yes,No
0601423,Yes,No
0613290,Yes,No
0613530,No,No
0600035,Yes,No
0613840,Yes,No
0613860,No,Yes
0614040,Yes,Yes
0614070,Yes,No
0614130,Yes,No
0600011,Yes,No
0601420,Yes,No
0614190,Yes,No
0614250,Yes,No
0614490,Yes,No
0614550,Yes,No
0614940,Yes,No
0614970,Yes,No
0615090,Yes,No
0615480,Yes,No
0691134,Yes,No
0615990,Yes,Yes
0616050,Yes,No
0616080,Yes,No
0616260,Yes,No
0616323,Yes,No
0616470,Yes,No
0616530,Yes,Yes
0616680,Yes,No
0616920,Yes,No
0617220,Yes,No
0617520,Yes,No
0617620,Yes,No
0601752,Not in SIAPE,Yes
0618160,Yes,No
0618270,Yes,Yes
0618390,Yes,No
0601424,Not in SIAPE,Yes
0691011,Not in SIAPE,No
0618690,Yes,No
0618810,No,Yes
0619140,Yes,No
0619110,Yes,No
0619170,No,Yes
0619230,No,Yes
0632340,No,No
0619440,Yes,No
0619490,Yes,No
0619540,Yes,No
0619590,Yes,No
0619620,Yes,No
0619700,Yes,No
0619740,Yes,No
0619860,Yes,No
0619920,Yes,Yes
0619950,Yes,Yes
0620010,Yes,No
0620070,Yes,No
0620760,Yes,No
0620790,No,No
0620850,Yes,No
0620880,Yes,No
0621150,Yes,No
0621210,Yes,No
0642580,Yes,Yes
0621240,Yes,No
0621270,Yes,No
0609665,Yes,Yes
0621400,No,No
0621420,Yes,No
0621480,Yes,No
0621570,Yes,No
0621870,Yes,No
0621900,Yes,No
0621960,Yes,Yes
0622050,Yes,No
0622170,Yes,No
0622320,Yes,No
0622440,No,Yes
0622710,Yes,No
0622740,Yes,No
0623040,Yes,No
0600015,Yes,No
0623160,Yes,No
0623340,Yes,No
0623550,Yes,Yes
0623730,Yes,Yes
0623760,Yes,No
0623820,Yes,No
0691090,Not in SIAPE,Yes
0623940,Yes,Yes
0624090,Yes,No
0600038,Yes,Yes
0624210,Yes,No
0624230,Yes,No
0624390,Yes,No
0624480,Yes,No
0600022,Yes,No
0624600,Yes,No
0624630,Yes,No
0624660,Yes,No
0624690,Yes,No
0624780,Yes,No
0625130,Yes,No
0625190,Yes,No
0625230,Yes,No
0600155,Not in SIAPE,Yes
0625290,Yes,No
0625350,Yes,No
0625380,Yes,No
0625650,Yes,No
0625860,Yes,No
0626100,No,No
0627040,Yes,No
0600018,Yes,Yes
0626190,Yes,No
0626760,Yes,No
0626970,Yes,No
0603030,Yes,No
0627750,Yes,No
0627870,Yes,No
0627900,Yes,No
0628530,Yes,No
0628830,Yes,Yes
0628950,Yes,No
0629100,Yes,No
0629130,Yes,No
0629160,Yes,No
0629190,Yes,Yes
0601467,Not in SIAPE,Yes
0629400,Yes,No
0629430,Yes,No
0629540,Yes,No
0629550,Yes,No
0629580,Yes,No
0629640,Yes,No
0629670,Yes,No
0629770,No,Yes
0629820,Yes,No
0629850,Yes,No
0629910,Yes,No
0602337,Not in SIAPE,Yes
0630090,Yes,No
0630180,Yes,No
0630390,Yes,No
0630520,Yes,No
0630630,Yes,No
0630810,Yes,No
0630840,Yes,No
0630870,Yes,No
0631020,Yes,No
0631050,Yes,No
0631230,No,Yes
